,advacc,epsilon
0,0.8954,0.0
1,0.7648,0.016666666666666666
2,0.6311,0.03333333333333333
3,0.4975,0.05
4,0.3564,0.06666666666666667
5,0.2492,0.08333333333333333
6,0.1799,0.1
7,0.1328,0.11666666666666667
8,0.1053,0.13333333333333333
9,0.0846,0.15
