,advacc,epsilon
0,0.9898,0.0
1,0.9873,0.016666666666666666
2,0.9841,0.03333333333333333
3,0.9793,0.05
4,0.9754,0.06666666666666667
5,0.9692,0.08333333333333333
6,0.9622,0.1
7,0.955,0.11666666666666667
8,0.9446,0.13333333333333333
9,0.9291,0.15
