,advacc,epsilon
0,0.9905,0.0
1,0.9878,0.016666666666666666
2,0.9843,0.03333333333333333
3,0.9802,0.05
4,0.9739,0.06666666666666667
5,0.9662,0.08333333333333333
6,0.9593,0.1
7,0.9489,0.11666666666666667
8,0.9339,0.13333333333333333
9,0.9147,0.15
