,advacc,epsilon
0,0.8991,0.0
1,0.8274,0.016666666666666666
2,0.7452,0.03333333333333333
3,0.6589,0.05
4,0.5681,0.06666666666666667
5,0.4661,0.08333333333333333
6,0.3773,0.1
7,0.3092,0.11666666666666667
8,0.2617,0.13333333333333333
9,0.225,0.15
