,advacc,epsilon
0,0.892,0.0
1,0.814,0.016666666666666666
2,0.7386,0.03333333333333333
3,0.6705,0.05
4,0.6013,0.06666666666666667
5,0.525,0.08333333333333333
6,0.472,0.1
7,0.4266,0.11666666666666667
8,0.3853,0.13333333333333333
9,0.3473,0.15
