,advacc,epsilon
0,0.9105,0.0
1,0.7758,0.016666666666666666
2,0.5942,0.03333333333333333
3,0.3782,0.05
4,0.2431,0.06666666666666667
5,0.1695,0.08333333333333333
6,0.118,0.1
7,0.0838,0.11666666666666667
8,0.0578,0.13333333333333333
9,0.0416,0.15
