,advacc,epsilon
0,0.99,0.0
1,0.9874,0.016666666666666666
2,0.9839,0.03333333333333333
3,0.9791,0.05
4,0.9725,0.06666666666666667
5,0.9659,0.08333333333333333
6,0.9566,0.1
7,0.9452,0.11666666666666667
8,0.9298,0.13333333333333333
9,0.9092,0.15
