,advacc,epsilon
0,0.9146,0.0
1,0.7754,0.016666666666666666
2,0.6001,0.03333333333333333
3,0.3873,0.05
4,0.2566,0.06666666666666667
5,0.1861,0.08333333333333333
6,0.1402,0.1
7,0.106,0.11666666666666667
8,0.0791,0.13333333333333333
9,0.0588,0.15
