,advacc,epsilon
0,0.91,0.0
1,0.7953,0.016666666666666666
2,0.6515,0.03333333333333333
3,0.481,0.05
4,0.315,0.06666666666666667
5,0.2273,0.08333333333333333
6,0.1729,0.1
7,0.1349,0.11666666666666667
8,0.1061,0.13333333333333333
9,0.0839,0.15
