,advacc,epsilon
0,0.9113,0.0
1,0.7236,0.016666666666666666
2,0.5194,0.03333333333333333
3,0.3437,0.05
4,0.2288,0.06666666666666667
5,0.1616,0.08333333333333333
6,0.1241,0.1
7,0.1021,0.11666666666666667
8,0.0852,0.13333333333333333
9,0.0702,0.15
