,advacc,epsilon
0,0.8951,0.0
1,0.8174,0.016666666666666666
2,0.7399,0.03333333333333333
3,0.6767,0.05
4,0.6061,0.06666666666666667
5,0.5328,0.08333333333333333
6,0.4758,0.1
7,0.437,0.11666666666666667
8,0.4095,0.13333333333333333
9,0.3906,0.15
