,advacc,epsilon
0,0.9906,0.0
1,0.9878,0.016666666666666666
2,0.9836,0.03333333333333333
3,0.9789,0.05
4,0.9724,0.06666666666666667
5,0.9636,0.08333333333333333
6,0.9537,0.1
7,0.9394,0.11666666666666667
8,0.9212,0.13333333333333333
9,0.9002,0.15
