,advacc,epsilon
0,0.9936,0.0
1,0.9877,0.016666666666666666
2,0.9814,0.03333333333333333
3,0.9734,0.05
4,0.9616,0.06666666666666667
5,0.946,0.08333333333333333
6,0.9252,0.1
7,0.8945,0.11666666666666667
8,0.8592,0.13333333333333333
9,0.8123,0.15
