,advacc,epsilon
0,0.9932,0.0
1,0.989,0.016666666666666666
2,0.9807,0.03333333333333333
3,0.9672,0.05
4,0.9494,0.06666666666666667
5,0.9221,0.08333333333333333
6,0.8818,0.1
7,0.8291,0.11666666666666667
8,0.7628,0.13333333333333333
9,0.6892,0.15
