,advacc,epsilon
0,0.9914,0.0
1,0.9881,0.016666666666666666
2,0.9826,0.03333333333333333
3,0.976,0.05
4,0.965,0.06666666666666667
5,0.9518,0.08333333333333333
6,0.9366,0.1
7,0.9148,0.11666666666666667
8,0.8864,0.13333333333333333
9,0.8475,0.15
