,advacc,epsilon
0,0.9932,0.0
1,0.9878,0.016666666666666666
2,0.9815,0.03333333333333333
3,0.974,0.05
4,0.9632,0.06666666666666667
5,0.9478,0.08333333333333333
6,0.927,0.1
7,0.9003,0.11666666666666667
8,0.8647,0.13333333333333333
9,0.8248,0.15
