,advacc,epsilon
0,0.979,0.0
1,0.9654,0.016666666666666666
2,0.9463,0.03333333333333333
3,0.9204,0.05
4,0.8867,0.06666666666666667
5,0.8391,0.08333333333333333
6,0.7828,0.1
7,0.7203,0.11666666666666667
8,0.6529,0.13333333333333333
9,0.5727,0.15
